Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	373	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	375	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	376	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	377	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	378	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	379	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	380	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	381	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	383	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	385	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	390	
Error (active)	E0020	identifier "_variant_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	396	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	404	
Error (active)	E0020	identifier "VARIANT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	407	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	411	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	426	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	428	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	430	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	432	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	437	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	444	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	448	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	452	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	456	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	472	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	476	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	483	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	488	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	492	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	499	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	509	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	511	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	515	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	519	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	523	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	531	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	537	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	541	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	545	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	552	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	557	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	561	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	568	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	576	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	582	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	584	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	585	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	586	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	591	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	594	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	602	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	609	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	612	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	615	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	620	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	628	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	630	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	631	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	632	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	637	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	640	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	648	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	655	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	658	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	661	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	666	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	672	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	678	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	685	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	699	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	706	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	718	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	724	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	727	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	728	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	731	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	732	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	735	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	741	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	744	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	745	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	748	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	749	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	752	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	756	
Error (active)	E0020	identifier "VARIANT_BOOL" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	762	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	764	
Error (active)	E0020	identifier "VARIANT_BOOL" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	766	
Error (active)	E0020	identifier "_variant_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	767	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	769	
Error (active)	E0020	identifier "_variant_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	771	
Error (active)	E0020	identifier "ISAXEntityResolverPtr" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	772	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	773	
Error (active)	E0020	identifier "ISAXContentHandlerPtr" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	775	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	776	
Error (active)	E0020	identifier "ISAXDTDHandlerPtr" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	778	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	779	
Error (active)	E0020	identifier "ISAXErrorHandlerPtr" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	781	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	782	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	785	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	788	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	790	
Error (active)	E0020	identifier "_variant_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	791	
Error (active)	E0020	identifier "vtMissing" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	791	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	792	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	799	
Error (active)	E0020	identifier "VARIANT_BOOL" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	801	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	802	
Error (active)	E0020	identifier "VARIANT_BOOL" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	804	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	805	
Error (active)	E0020	identifier "VARIANT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	807	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	808	
Error (active)	E0020	identifier "VARIANT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	810	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	811	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	813	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	815	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	817	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	819	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	821	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	823	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	825	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	827	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	829	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	831	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	833	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	835	
Error (active)	E0020	identifier "VARIANT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	836	
Error (active)	E0020	identifier "vtMissing" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	836	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	837	
Error (active)	E0020	identifier "ISAXXMLReaderPtr" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	848	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	849	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	856	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	858	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	863	
Error (active)	E0020	identifier "_variant_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	869	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	870	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	871	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	877	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	878	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	879	
Error (active)	E0020	identifier "VARIANT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	880	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	884	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	895	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	897	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	905	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	906	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	912	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	914	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	916	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	917	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	918	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	919	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	923	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	937	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	939	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	941	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	944	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	945	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	947	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	948	
